CGPA,GPA,Average Assignment Marks,Average Project Marks,Attendance Percentage,Class Participation Credits,Extracurricular Activities,Achievements Credits,No. of Students in Class,Rank in Class,Certifications Count,Performance
9.27,6.37,63,68,99,8,1,91,86,8,4,87.59
5.42,7.47,86,46,74,58,0,23,98,40,17,73.31
6.42,8.12,13,79,73,50,0,46,38,2,16,81.0
9.06,7.6,85,60,100,96,0,61,62,46,7,99.0
7.88,9.62,39,59,64,26,1,62,34,8,3,80.27
8.37,7.33,89,87,97,97,0,57,32,2,5,99.0
6.59,5.04,87,56,83,96,0,86,41,5,11,99.0
6.72,6.64,21,98,94,97,0,99,74,28,10,99.0
8.97,9.35,89,38,93,68,1,7,66,58,14,80.49
8.42,9.43,68,60,72,35,1,97,32,20,18,99.0
7.21,7.89,75,12,79,100,1,98,73,6,0,99.0
8.61,7.81,60,60,96,44,0,81,91,51,9,94.18
8.02,5.24,33,50,67,100,0,87,63,49,10,99.0
6.75,8.63,88,91,81,85,0,30,51,49,18,90.4
7.84,9.56,21,88,69,71,1,62,57,51,5,91.26
5.16,8.55,34,16,95,27,0,75,62,21,9,76.84
6.59,7.57,84,19,54,37,1,83,48,14,4,83.52
6.23,7.75,51,29,79,39,1,91,74,42,12,89.45
6.34,9.28,76,18,79,42,1,42,84,80,9,74.28
8.82,8.29,37,60,83,95,1,67,43,28,0,96.4
5.36,7.69,88,34,95,33,0,91,56,36,5,84.5
8.72,5.87,94,45,54,33,0,16,83,5,17,70.23
6.05,7.94,74,38,83,79,1,89,45,22,6,97.63
6.29,8.59,65,100,52,74,1,48,52,6,7,87.64
7.41,7.71,81,44,91,16,1,5,49,20,13,60.52
9.16,8.59,57,62,80,24,0,3,61,50,6,61.38
7.27,9.66,96,56,71,15,1,12,91,44,20,71.02
6.79,8.66,51,50,62,55,0,49,64,19,2,76.99
7.21,7.12,22,32,52,91,0,36,57,43,11,79.32
7.57,8.0,32,78,93,21,1,28,97,93,18,71.21
6.58,8.22,45,92,82,14,1,97,58,36,14,92.14
5.26,9.67,50,90,50,56,1,11,98,31,6,66.86
5.38,9.27,12,62,100,77,0,27,43,20,15,78.75
5.5,9.78,80,44,85,52,0,13,78,1,11,70.76
6.1,9.35,45,44,95,67,0,80,73,19,6,93.45
7.68,5.72,16,14,95,0,0,92,64,40,8,74.1
6.44,6.91,66,98,51,2,0,58,30,2,8,70.63
9.26,9.53,62,85,93,34,1,48,69,29,4,84.88
9.14,8.92,100,17,89,80,1,60,80,54,20,99.0
6.24,9.01,62,29,72,19,1,13,76,57,6,55.99
5.64,9.28,10,90,87,91,1,77,31,10,11,99.0
7.02,5.91,31,90,87,24,1,82,31,29,3,77.85
7.92,8.73,63,21,60,53,0,9,75,56,20,72.72
9.24,6.24,44,27,51,80,1,67,76,2,19,98.98
7.96,5.65,35,70,68,16,0,59,91,59,19,76.82
6.88,6.32,54,97,91,62,0,80,60,59,15,95.04
7.08,6.89,28,71,62,5,0,92,30,9,18,85.98
8.33,8.55,98,67,97,23,1,21,89,80,0,66.16
6.55,8.1,84,34,56,44,1,62,74,13,20,89.01
7.1,7.72,95,24,91,82,0,32,38,24,2,77.82
9.05,6.83,95,66,90,46,0,66,70,64,12,91.63
5.94,6.09,77,50,62,24,1,24,86,82,19,63.22
8.86,7.93,73,95,97,49,1,4,89,21,14,76.35
6.24,5.58,39,70,59,93,1,17,48,14,4,69.5
5.54,9.38,98,64,71,54,0,72,37,21,8,90.31
8.54,5.22,59,96,69,38,1,99,89,64,12,96.82
6.97,8.23,57,70,85,99,1,36,53,39,14,91.34
5.55,7.86,20,68,75,20,0,74,86,13,6,74.96
9.42,7.56,15,83,61,57,1,58,94,37,16,92.74
6.69,7.13,89,94,83,79,1,44,39,11,2,84.66
5.5,7.46,91,20,73,33,0,2,54,44,15,56.23
5.53,7.96,55,37,87,57,0,65,50,2,13,85.89
6.03,8.5,88,23,86,27,1,40,71,34,13,72.53
6.25,8.28,66,99,65,85,1,50,91,23,15,94.89
6.42,8.07,38,47,69,82,0,95,65,30,9,99.0
7.0,6.79,51,93,63,77,1,82,90,25,5,96.06
8.1,7.99,57,15,62,49,0,99,47,29,13,98.45
8.98,9.55,10,99,67,27,1,8,35,6,4,65.45
6.38,8.63,57,22,82,85,0,15,66,21,4,71.54
9.19,8.28,70,10,87,33,0,24,56,25,15,74.21
5.16,8.92,80,30,70,57,1,91,79,19,5,92.24
8.6,8.54,16,80,74,26,0,74,76,47,19,91.66
6.93,6.45,92,49,78,41,1,71,56,42,20,89.9
7.41,8.97,15,100,94,13,0,88,40,11,2,84.97
5.43,5.96,76,15,98,15,0,31,72,11,0,52.11
9.23,5.58,88,35,67,17,1,30,91,63,4,62.98
7.9,9.58,31,58,53,54,0,79,95,18,5,92.78
9.04,7.14,32,11,78,50,0,43,84,8,5,75.08
5.36,9.59,64,41,98,3,0,4,50,32,17,55.69
7.08,7.74,34,43,76,67,1,37,30,25,10,76.98
6.96,5.43,99,28,88,39,1,84,59,41,7,84.45
6.37,6.22,39,66,55,46,0,61,57,46,17,80.06
9.49,7.67,18,55,71,29,0,36,88,2,12,75.44
5.55,9.34,90,51,83,66,0,0,85,37,10,68.13
8.65,6.51,39,57,60,46,0,43,84,53,3,72.12
5.27,5.88,42,33,82,90,0,86,62,28,8,91.38
8.95,7.01,82,15,85,56,0,26,90,22,20,81.81
5.91,8.31,24,83,96,7,1,35,84,73,7,60.9
5.62,9.01,100,68,52,13,0,75,38,17,16,85.25
5.6,7.2,19,99,69,85,1,16,85,73,16,74.94
5.61,8.19,43,72,84,89,0,98,32,16,10,99.0
5.54,5.86,25,15,76,93,0,48,41,32,18,81.29
5.16,7.74,13,48,52,7,1,61,48,22,12,66.31
7.15,6.63,23,13,92,26,1,30,71,31,19,66.41
5.46,7.74,18,72,97,82,0,64,98,93,17,90.99
8.89,6.09,66,49,69,41,1,80,46,44,11,89.52
9.32,8.56,91,49,54,34,1,51,56,51,5,81.36
7.66,5.49,18,65,100,0,0,97,59,7,0,76.06
9.36,8.6,14,58,50,26,0,87,78,57,13,92.08
5.58,6.64,85,11,60,10,1,67,38,5,10,70.44
6.71,9.23,71,48,51,94,1,63,62,9,10,98.64
9.08,7.22,32,31,61,64,0,72,79,67,10,90.43
5.71,9.07,41,53,88,39,0,72,33,11,2,79.88
8.28,8.52,31,38,72,62,0,77,80,67,11,93.78
8.94,8.16,36,60,55,14,0,19,38,37,5,59.74
9.15,5.91,85,61,50,22,0,39,33,23,15,74.28
9.16,5.14,13,81,57,95,1,48,60,3,15,92.97
6.86,8.58,68,65,94,45,1,88,70,66,1,90.01
8.25,9.34,37,72,85,42,0,31,85,38,14,80.02
6.69,7.47,43,61,92,68,1,14,63,63,15,72.29
8.54,7.43,84,78,78,66,1,55,100,89,8,90.56
6.97,7.24,77,66,65,10,1,96,95,12,17,92.58
9.12,8.13,51,44,64,75,1,86,68,41,19,99.0
6.56,7.39,39,44,78,2,0,29,44,13,8,56.58
9.39,9.28,22,68,56,25,1,32,70,66,10,73.45
9.25,7.0,79,54,89,57,1,4,77,58,13,72.76
8.5,5.46,53,20,70,78,1,3,75,15,17,71.64
5.3,5.75,76,16,68,14,1,89,59,1,19,82.14
8.06,8.47,77,87,100,93,1,30,43,18,14,94.81
5.07,9.5,96,100,61,69,1,21,66,51,6,75.69
5.64,8.69,37,53,61,56,1,77,54,11,19,93.93
5.18,8.85,67,25,84,94,1,1,78,75,16,72.65
8.92,9.47,54,26,100,64,0,85,35,22,8,99.0
8.02,8.45,77,78,93,43,0,58,54,30,15,91.16
8.53,8.29,38,68,68,19,0,54,88,77,19,81.89
6.91,7.26,75,25,82,79,0,49,88,54,6,82.41
7.03,6.06,40,73,50,98,0,44,39,11,19,90.93
5.15,8.92,99,58,96,91,1,29,37,18,9,84.17
8.68,9.32,18,58,53,39,1,72,98,63,14,91.44
7.53,5.09,92,40,100,17,0,56,81,46,19,77.1
6.41,9.8,59,82,50,88,1,93,56,8,19,99.0
6.81,8.37,24,46,66,35,0,27,59,1,12,68.17
6.66,8.08,25,97,76,0,1,94,93,45,0,78.94
5.22,5.83,20,64,50,11,0,9,58,20,20,50.78
5.87,5.3,47,68,65,63,0,45,45,32,9,72.35
9.02,9.53,65,79,89,85,0,75,94,70,18,99.0
5.23,7.77,85,47,63,60,1,69,74,18,10,86.99
8.87,6.41,66,28,53,66,0,86,62,15,5,94.42
6.03,8.62,30,37,65,90,1,27,93,38,0,72.77
9.17,5.54,26,28,99,10,1,7,54,31,0,47.62
6.46,9.3,46,69,55,53,1,68,51,29,18,93.08
7.3,6.04,16,68,100,74,1,98,58,8,10,99.0
5.66,8.83,91,54,80,75,0,78,32,12,10,97.63
7.21,7.42,61,22,75,49,0,51,50,46,17,80.69
8.2,7.31,19,23,94,51,1,97,78,39,1,90.58
6.76,7.77,21,49,75,61,0,66,47,15,5,82.69
7.96,8.06,62,99,77,25,1,15,54,39,3,63.74
7.09,5.21,56,96,51,39,1,52,45,16,0,70.24
8.22,6.76,57,20,91,20,0,21,84,3,18,67.32
5.21,7.33,77,54,79,33,0,57,88,36,11,75.29
8.82,5.11,72,23,83,18,1,22,56,7,9,61.55
8.64,6.77,99,44,100,57,0,5,93,40,17,74.82
8.58,8.76,38,68,56,19,0,82,54,24,2,84.19
6.65,8.68,35,64,83,45,1,98,43,28,5,93.59
8.72,8.57,58,82,84,51,0,98,85,16,7,99.0
6.93,7.71,17,15,59,42,0,45,64,25,5,67.52
9.43,8.4,95,18,70,35,0,34,54,26,15,80.52
9.0,7.17,77,21,63,42,0,22,58,6,1,66.46
6.2,9.62,52,44,98,54,1,97,47,47,17,99.0
8.97,7.37,77,69,69,13,0,58,99,96,19,83.52
8.58,6.19,42,65,89,66,1,64,70,55,0,83.99
7.32,6.51,68,10,93,39,1,39,43,38,9,69.01
8.07,9.07,95,71,73,16,1,75,39,28,19,94.24
9.37,9.34,34,48,57,75,0,57,88,3,0,90.55
6.73,8.0,43,16,99,40,0,56,70,33,14,79.17
6.16,8.5,40,84,85,14,1,17,51,33,8,59.08
7.32,8.51,68,91,59,15,0,3,66,32,15,62.31
5.75,5.63,32,13,90,70,0,48,100,59,10,72.69
5.43,7.51,90,48,93,86,1,57,86,72,12,90.07
5.05,8.07,96,23,83,78,0,81,56,20,3,90.96
8.61,7.09,44,99,50,49,0,79,68,29,11,94.48
9.32,9.42,70,82,80,37,0,79,97,94,13,99.0
6.64,7.27,46,26,92,37,1,93,50,45,13,89.32
5.26,5.33,21,95,91,19,1,3,99,18,3,45.0
7.14,8.52,13,90,82,82,1,45,39,2,19,94.34
5.49,8.14,47,61,95,64,0,88,84,51,12,95.29
8.3,5.49,81,49,91,46,0,37,40,28,20,79.82
7.25,5.4,21,90,76,95,1,18,72,3,8,76.16
7.98,8.62,20,57,96,73,1,84,57,8,15,99.0
5.11,8.7,28,20,68,71,1,17,71,20,13,68.91
5.14,5.12,58,62,90,87,1,68,30,3,11,88.92
7.51,7.8,83,12,65,32,0,2,80,22,8,57.81
6.27,8.11,21,91,86,49,0,33,73,22,14,75.79
8.92,5.55,50,93,81,20,1,35,71,63,20,74.9
8.46,8.76,41,49,57,94,0,30,43,23,0,81.35
5.3,7.79,79,73,92,67,0,56,53,31,9,84.69
6.8,5.96,70,39,100,24,0,55,40,21,13,73.66
6.17,8.57,91,87,78,26,1,98,71,29,0,90.52
9.34,7.19,68,94,55,53,1,67,78,51,3,90.11
6.29,8.22,17,97,53,51,1,28,54,15,16,75.35
7.52,7.77,15,99,89,3,0,66,99,67,14,77.86
5.4,6.04,56,21,98,16,0,32,79,59,9,55.22
6.25,7.93,61,99,56,84,0,66,87,10,4,92.66
5.81,9.1,77,58,73,63,0,67,50,19,20,96.3
9.04,8.89,82,100,68,4,0,61,39,19,17,88.19
5.34,9.13,43,71,97,86,1,0,96,58,0,65.36
8.86,6.03,98,22,67,74,0,18,100,99,7,72.73
6.69,5.33,33,24,92,45,0,90,75,61,12,84.58
8.26,5.52,22,87,85,90,0,36,85,7,12,85.82
5.25,8.81,68,23,66,81,1,11,41,12,13,72.54
6.67,5.27,17,79,64,60,1,61,70,4,4,77.49
9.43,7.38,20,69,80,10,0,53,81,59,7,72.79
6.8,7.14,66,24,100,68,1,34,87,80,10,75.84
8.53,5.24,22,56,61,25,0,54,49,5,4,68.93
6.97,9.71,86,38,64,57,0,15,68,50,5,69.99
6.53,6.98,78,10,58,75,1,0,87,3,18,69.62
9.01,7.44,44,12,76,49,0,16,43,15,5,65.85
6.01,6.16,55,22,59,47,0,59,98,66,3,69.48
8.36,8.21,87,36,84,55,0,57,36,29,4,84.8
6.33,6.16,39,84,100,28,0,58,90,59,2,69.42
9.12,7.41,58,21,79,3,1,96,65,62,13,88.22
7.66,7.76,26,11,87,10,0,84,74,9,7,78.73
6.57,5.72,19,89,88,19,1,25,69,5,10,60.34
7.24,8.69,48,75,64,69,0,28,98,57,17,83.2
7.99,6.97,62,96,91,5,1,79,43,6,12,86.47
5.44,8.46,13,85,63,33,0,89,96,30,3,82.49
5.5,8.11,97,26,65,55,1,5,34,16,2,58.75
8.38,7.13,10,54,86,63,1,9,31,19,7,66.48
9.35,6.76,61,68,85,46,1,64,65,1,7,89.46
6.43,6.47,76,28,70,26,0,3,40,13,0,47.61
8.93,7.92,64,68,76,46,1,74,82,42,11,95.0
5.79,6.33,31,48,70,70,1,45,49,41,11,75.03
8.51,5.49,90,62,55,3,1,59,40,33,5,69.59
6.34,8.04,31,99,52,52,1,57,61,6,13,85.53
8.14,6.91,98,62,95,11,0,25,75,15,17,71.32
9.45,6.36,36,30,100,88,0,63,43,39,5,91.06
5.75,8.54,90,23,52,38,0,33,43,3,6,67.63
5.13,8.68,66,77,96,57,1,83,83,24,10,94.7
8.6,5.99,98,44,63,46,0,41,66,25,1,73.02
8.39,5.23,19,16,96,89,0,43,93,19,17,85.73
7.42,9.09,26,75,55,100,0,79,64,3,2,99.0
5.79,6.13,47,91,60,11,1,54,34,6,16,71.57
5.95,7.87,42,46,94,36,0,69,79,15,2,76.5
7.58,8.59,32,11,78,11,1,81,87,66,11,80.43
5.74,6.44,71,10,71,86,0,31,68,60,11,73.55
7.21,8.63,69,15,58,65,0,57,73,32,16,89.34
5.23,9.49,51,10,53,76,0,42,35,12,14,81.01
7.23,7.3,69,71,69,58,1,65,44,26,0,83.27
7.46,8.83,43,91,85,73,1,14,64,27,8,77.56
6.32,6.72,98,97,81,16,0,24,94,34,1,59.81
5.48,6.77,28,64,95,60,1,10,70,14,11,63.87
9.42,5.22,82,69,55,61,1,24,75,11,0,72.04
5.98,8.33,65,47,92,20,1,60,50,11,15,79.6
9.04,8.76,11,27,86,64,1,56,47,46,9,86.67
6.2,7.71,96,56,94,81,1,52,49,20,3,86.52
5.34,9.39,62,86,84,98,1,39,74,28,4,87.29
6.42,6.43,76,22,74,21,0,63,74,71,4,67.83
7.13,7.19,51,76,94,77,1,53,64,6,12,91.34
8.72,6.69,62,89,94,61,1,34,34,15,10,83.08
5.42,7.57,65,12,83,84,1,74,65,48,20,95.99
6.53,7.45,10,15,76,89,1,99,46,13,0,94.99
5.57,5.62,80,25,92,81,1,92,32,3,10,96.57
6.96,7.34,77,94,81,9,0,41,53,46,13,70.61
7.24,6.92,29,42,92,97,0,99,44,17,16,99.0
6.54,5.63,45,47,60,22,1,85,80,10,5,77.08
5.32,7.59,81,50,73,15,1,27,99,5,20,67.33
7.04,6.31,67,65,92,69,0,28,80,58,14,77.57
6.95,8.92,55,49,62,76,1,82,43,38,19,99.0
5.84,9.02,28,65,92,36,1,61,55,37,12,80.71
9.05,6.25,62,46,79,49,0,28,99,56,14,75.81
6.69,6.88,32,71,85,55,0,69,96,57,3,81.06
5.58,5.85,100,61,89,10,1,36,97,55,6,59.87
8.91,7.45,39,77,69,65,1,19,77,3,3,74.63
7.77,9.76,36,100,76,75,0,29,45,32,14,87.76
5.23,5.09,55,68,76,79,0,100,50,29,10,95.71
7.24,7.29,95,17,70,22,1,53,49,12,17,78.79
8.82,6.01,95,82,54,7,1,72,83,21,11,83.53
6.39,8.92,30,82,91,1,1,34,96,37,0,59.06
6.73,6.17,22,85,89,18,1,97,96,33,18,90.65
6.41,5.8,49,27,99,60,1,76,68,16,17,90.0
8.39,5.16,17,84,91,16,1,52,97,6,5,69.44
7.49,7.35,56,32,62,12,0,25,68,37,11,60.49
6.58,9.76,53,45,98,73,0,10,60,16,16,78.27
5.01,6.85,14,63,67,28,1,63,73,11,5,68.62
7.51,9.12,47,45,54,98,1,17,60,48,8,80.39
8.64,5.95,18,99,72,2,0,100,76,28,2,82.53
7.05,8.52,56,81,72,43,1,18,44,23,12,71.67
5.89,9.63,39,42,61,68,1,17,67,30,13,73.41
6.27,6.22,97,34,75,89,0,14,41,31,13,74.05
9.31,7.54,70,82,96,49,0,86,45,13,20,99.0
7.35,7.88,91,19,61,0,1,45,88,72,5,63.27
7.13,6.05,61,99,59,42,1,26,45,43,17,72.12
6.41,5.55,65,82,88,26,0,22,74,50,15,63.4
7.04,5.33,17,78,72,19,1,43,44,36,3,59.66
5.8,7.82,40,68,98,6,1,23,81,74,13,58.49
9.49,7.26,61,17,74,39,1,17,65,6,18,74.45
9.0,9.45,73,53,76,34,0,89,72,17,12,99.0
8.62,7.75,94,58,56,92,1,44,38,22,12,95.41
5.09,5.94,10,94,64,55,1,40,33,13,14,71.43
7.11,5.27,71,54,73,11,1,99,50,9,10,85.37
9.46,8.61,28,65,98,46,1,5,39,12,16,74.75
6.29,5.26,79,79,68,50,0,78,72,59,3,81.2
8.27,7.88,31,23,68,22,1,86,95,3,10,86.98
8.75,7.02,82,39,97,65,0,43,47,43,11,84.79
6.64,6.48,53,93,86,0,1,99,78,55,14,86.62
8.77,5.35,57,72,91,100,0,38,67,23,13,91.28
6.41,5.14,48,76,81,82,1,63,33,23,8,85.65
6.57,8.22,74,46,86,93,1,76,100,19,17,99.0
9.39,8.9,82,80,90,44,1,34,94,50,6,83.09
6.87,8.29,94,34,74,8,1,94,97,51,1,82.59
5.23,6.68,11,93,64,4,1,54,36,20,10,63.09
6.49,9.71,23,13,63,90,1,47,83,83,0,79.4
5.31,8.08,82,13,55,96,1,10,85,71,7,69.54
6.38,5.32,89,11,92,45,0,59,65,7,3,72.6
8.96,6.88,32,42,98,81,1,8,98,18,3,71.54
5.03,8.21,90,41,68,37,0,96,51,35,20,95.25
8.24,7.23,64,63,52,100,1,42,47,35,8,90.18
7.82,7.6,18,59,79,68,0,36,79,11,20,85.45
8.73,9.52,99,39,75,54,0,85,93,45,8,99.0
7.17,5.16,49,88,65,77,0,32,99,84,17,79.57
8.09,6.43,51,95,87,33,0,61,33,10,3,79.11
8.92,5.3,55,70,67,16,1,78,49,6,3,79.65
7.98,5.83,15,91,83,21,1,49,84,7,1,67.67
5.66,9.34,71,10,85,56,1,68,82,40,19,91.62
6.26,5.46,24,65,50,14,1,45,65,54,11,60.66
7.78,7.73,91,62,84,87,1,56,77,3,14,99.0
7.21,7.17,89,38,57,11,0,75,75,20,10,79.6
9.15,5.26,66,40,90,15,0,83,96,95,19,87.22
9.45,5.4,50,33,61,80,0,6,67,30,12,71.7
5.44,6.13,96,59,88,39,1,86,94,79,4,82.65
5.26,6.81,61,77,68,6,1,60,93,10,15,72.49
9.42,8.47,100,72,80,88,0,91,87,79,3,99.0
8.18,8.25,51,18,58,66,0,5,86,24,13,70.49
7.51,6.53,82,30,58,35,1,97,79,7,13,94.49
6.32,7.73,96,89,93,43,0,55,54,38,19,88.3
7.47,6.82,80,70,62,34,1,29,82,28,20,76.43
8.81,5.36,84,97,53,74,0,72,70,64,20,99.0
9.49,9.73,67,10,57,33,1,8,85,58,2,63.47
9.21,5.59,42,26,81,99,0,6,57,1,7,74.33
5.55,9.54,41,99,56,63,0,20,79,72,18,76.92
5.23,7.47,64,42,56,96,1,93,56,29,12,99.0
8.49,8.01,55,25,72,65,0,18,30,24,9,72.75
8.28,5.37,15,87,78,4,0,31,39,15,4,56.74
7.61,9.11,66,92,63,4,1,62,49,37,3,75.73
8.32,5.98,90,45,53,5,1,13,46,12,2,52.92
8.01,7.46,66,51,96,65,0,25,74,4,12,80.11
5.39,9.51,65,89,51,100,0,1,66,37,3,72.13
6.6,9.24,51,62,80,27,1,70,33,16,16,87.62
6.58,6.61,18,45,64,22,1,80,92,67,1,71.68
7.45,6.34,35,20,60,62,1,18,34,18,10,65.86
5.57,8.71,21,60,77,37,1,76,75,30,5,80.5
5.17,7.85,18,92,78,57,1,37,59,1,1,69.64
5.18,6.89,96,16,91,4,1,86,96,32,14,79.19
8.28,8.05,57,29,62,32,0,100,90,37,1,90.05
6.93,7.42,12,35,87,20,1,42,100,67,9,64.59
9.08,8.77,74,72,99,59,1,62,100,77,18,99.0
6.59,8.01,54,14,70,77,1,96,40,11,18,99.0
5.86,6.27,77,55,81,38,0,47,48,27,12,72.7
5.42,6.61,82,37,56,6,0,95,67,27,12,80.15
6.07,6.84,38,97,97,13,1,10,50,22,13,57.36
7.07,9.58,93,62,64,64,0,54,85,49,16,94.17
6.54,8.1,99,20,84,89,0,31,57,46,19,87.26
8.95,7.53,32,22,88,45,1,95,63,58,4,91.74
7.74,6.56,29,45,89,33,0,80,60,35,9,83.1
9.17,6.93,62,92,54,0,0,13,88,34,5,57.75
6.51,8.76,18,25,84,4,0,96,76,34,9,81.21
6.31,8.25,72,15,82,11,0,36,65,16,20,69.61
7.14,6.14,37,22,74,46,1,48,70,34,2,67.95
7.31,6.35,84,19,64,54,1,91,58,26,5,90.35
5.07,9.2,52,67,74,37,1,85,80,56,18,92.26
7.86,6.08,19,16,64,48,1,90,30,7,17,92.06
6.43,7.56,89,42,62,27,1,82,33,10,15,88.56
6.98,6.12,28,11,81,90,0,89,75,33,11,96.36
7.16,7.39,90,86,88,3,1,42,87,4,10,71.87
5.59,6.16,97,71,50,17,1,66,33,6,10,75.13
7.73,8.84,36,15,85,66,1,70,54,37,13,92.96
8.94,5.58,100,35,60,27,0,0,32,18,4,54.38
9.17,8.69,83,54,60,88,1,9,100,34,20,89.47
6.84,9.57,21,10,66,33,1,64,58,50,7,76.14
5.99,6.92,31,88,60,56,1,69,44,29,14,86.25
5.14,5.15,83,89,70,27,1,35,50,45,19,67.49
9.01,5.9,69,77,97,68,0,46,30,14,10,87.34
5.08,8.28,42,90,75,93,0,31,71,19,9,81.48
5.64,8.33,62,67,57,69,1,30,41,8,3,73.25
6.05,7.22,13,60,59,56,1,40,83,81,1,65.48
6.15,5.48,50,98,62,86,1,51,64,8,9,85.41
5.04,6.14,18,41,52,62,1,21,93,8,16,65.16
9.1,8.73,13,26,100,4,1,54,49,24,12,75.01
8.85,5.11,42,73,97,50,0,41,59,15,11,78.27
6.48,8.78,12,94,83,53,1,16,30,4,16,74.19
5.97,9.35,44,69,87,94,0,98,100,80,1,99.0
6.07,9.79,22,43,71,34,1,24,59,47,19,70.03
8.87,8.9,89,68,63,31,0,33,38,6,6,77.38
5.38,6.24,18,31,89,36,0,87,96,73,19,83.31
8.11,5.98,89,33,68,82,0,51,99,66,20,92.78
7.69,6.9,26,29,76,95,0,4,43,38,14,71.97
6.98,7.2,13,33,71,18,1,4,33,19,20,55.96
6.92,5.85,33,83,98,97,0,15,48,9,15,79.79
7.87,6.49,84,53,94,71,0,93,58,37,18,99.0
7.38,5.42,17,53,68,60,0,36,60,39,11,70.74
5.68,5.6,77,76,78,42,1,86,58,58,18,89.72
8.34,8.69,24,30,68,100,0,1,74,3,20,82.59
9.38,5.48,98,37,74,72,0,98,32,17,10,99.0
6.56,9.61,30,19,75,23,0,99,57,1,14,92.77
5.83,7.07,52,41,68,25,0,7,34,15,12,54.05
6.88,7.7,57,74,80,55,0,34,42,10,11,77.82
6.95,7.23,70,81,66,43,1,48,72,19,12,80.93
6.21,7.72,62,65,59,96,1,84,32,14,11,99.0
9.36,6.25,75,64,65,5,1,60,54,23,2,72.99
9.41,5.42,87,14,79,90,0,31,60,16,3,80.37
6.43,9.11,11,59,79,52,0,100,96,87,18,99.0
6.58,7.37,43,70,71,3,1,54,32,15,11,69.19
5.37,8.93,47,56,87,5,1,75,81,3,17,81.8
6.12,8.54,22,17,51,63,1,14,43,24,13,66.01
6.16,7.15,35,86,77,76,1,88,30,4,6,96.58
5.8,9.63,94,15,90,33,1,98,93,25,16,98.59
8.26,5.49,97,38,57,81,1,63,79,3,16,96.7
5.9,6.22,78,43,86,63,1,56,84,19,15,84.62
6.07,9.57,31,45,70,44,1,88,53,6,2,87.94
5.36,5.55,92,67,74,35,1,68,45,24,0,72.27
6.17,7.52,92,51,74,45,0,65,98,59,18,87.75
7.69,6.27,88,38,56,30,1,37,31,15,1,64.95
5.69,6.37,81,38,60,3,0,99,60,32,3,75.81
5.79,6.88,13,76,51,10,1,98,61,47,3,75.98
5.98,5.61,77,28,57,3,0,1,71,66,18,46.34
5.05,9.08,63,84,72,83,0,7,31,20,4,69.09
8.66,8.5,36,34,87,68,1,24,96,29,19,84.42
7.5,9.25,52,85,76,28,1,49,66,11,9,81.06
8.01,6.45,70,59,96,87,0,25,87,13,0,77.33
5.81,6.03,67,21,53,92,0,20,51,33,3,66.44
7.14,5.78,13,22,84,25,0,85,64,51,1,72.07
7.35,6.61,36,56,83,19,1,46,55,25,10,69.17
7.43,6.64,72,63,78,77,0,28,90,49,12,80.19
8.39,8.7,71,94,89,69,0,36,73,27,0,83.79
5.83,8.95,75,53,83,20,0,10,52,51,8,56.85
5.93,9.28,19,18,74,26,0,63,64,13,15,77.7
6.03,8.73,87,33,59,87,1,44,62,58,5,82.92
9.2,6.87,19,82,75,24,0,46,79,4,8,75.18
5.62,7.63,58,56,87,38,1,14,52,24,16,65.19
8.35,8.45,15,74,52,99,0,49,83,79,9,92.02
6.02,7.51,40,65,61,42,0,34,68,19,8,67.91
9.15,9.67,71,16,73,32,1,68,54,29,1,84.74
8.04,6.93,95,22,91,46,0,96,98,65,0,91.17
5.68,7.25,43,28,64,30,0,12,90,24,7,53.13
6.31,6.47,95,85,70,1,0,37,51,4,1,59.6
8.62,7.76,27,40,56,53,0,39,45,27,19,81.72
9.15,7.45,16,41,73,70,0,78,93,66,15,97.89
7.05,7.63,85,53,94,96,0,6,86,63,9,76.69
8.67,5.71,20,16,52,72,1,49,36,3,7,79.05
5.52,6.23,93,61,85,53,1,29,82,11,13,72.98
5.36,6.53,70,24,67,68,0,2,36,17,17,63.28
6.53,8.62,89,79,97,76,1,15,36,10,7,78.54
9.08,9.45,89,50,50,51,0,7,80,17,11,75.56
7.47,8.62,71,46,100,28,1,30,64,15,0,67.38
5.11,5.42,71,32,83,82,1,71,95,65,14,87.92
5.36,7.61,22,10,87,45,1,39,34,18,15,68.9
8.97,9.01,30,11,57,74,0,40,66,12,20,90.59
8.23,8.06,60,28,58,27,1,43,84,31,12,75.22
6.07,6.02,74,92,87,86,1,20,42,8,8,76.71
6.23,5.99,46,80,51,76,1,46,87,55,0,74.1
6.94,7.13,94,93,70,13,1,38,79,25,12,72.22
7.5,5.36,84,12,54,52,0,63,89,52,1,74.37
7.55,9.7,26,53,87,22,1,49,57,19,6,75.05
5.68,6.35,69,89,80,4,0,77,78,12,6,74.27
6.25,5.26,22,96,71,33,0,87,98,31,18,87.32
7.12,9.77,72,93,53,20,0,17,38,9,2,64.17
8.27,5.96,66,20,52,30,1,83,82,15,2,80.67
5.04,7.1,38,48,62,24,0,78,62,54,0,68.62
5.54,8.99,10,30,97,3,0,15,39,1,18,56.73
8.3,9.49,16,55,94,55,0,85,88,59,8,96.68
5.31,6.0,64,75,71,40,1,91,52,24,6,84.53
6.17,6.32,63,95,71,4,1,20,83,19,18,61.8
6.0,8.12,19,41,84,59,0,88,47,13,20,97.01
